City_ID,City,Lat,Lng,Current Weather,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
225,Broken Hill,-31.95,141.4333,clear sky,46.11,87,0,10.36,AU,2021-08-01 18:56:12
226,Vanimo,-2.6741,141.3028,light rain,77.22,89,36,4.43,PG,2021-08-01 19:01:17
227,Korla,41.7597,86.1469,overcast clouds,77.81,16,100,4.61,CN,2021-08-01 18:55:26
228,Hofn,64.2539,-15.2082,overcast clouds,54.3,92,100,2.17,IS,2021-08-01 18:59:03
229,Port Moresby,-9.4431,147.1797,few clouds,67.42,94,20,5.75,PG,2021-08-01 18:56:39
230,Ballina,-28.8667,153.5667,few clouds,61.79,87,15,15.14,AU,2021-08-01 19:03:44
231,Itarema,-2.9248,-39.9167,overcast clouds,83.79,61,100,17.38,BR,2021-08-01 18:58:43
232,Kalmunai,7.4167,81.8167,overcast clouds,81.95,71,100,3.87,LK,2021-08-01 18:54:59
233,Malanville,11.8685,3.3899,overcast clouds,81.48,72,93,9.6,BJ,2021-08-01 19:04:51
234,Hambantota,6.1241,81.1185,few clouds,79.14,94,20,6.91,LK,2021-08-01 18:58:55
235,Bengkulu,-3.8004,102.2655,overcast clouds,74.89,89,89,4.99,ID,2021-08-01 18:59:22
236,Cherskiy,68.75,161.3,overcast clouds,35.17,90,96,18.48,RU,2021-08-01 19:02:38
237,Ponta Do Sol,32.6667,-17.1,clear sky,75.7,72,3,4.85,PT,2021-08-01 18:58:34
238,Chuy,-33.6971,-53.4616,scattered clouds,56.35,75,30,5.95,UY,2021-08-01 18:58:32
239,Caravelas,-17.7125,-39.2481,overcast clouds,71.13,55,100,9.78,BR,2021-08-01 18:59:10
240,La Ronge,55.1001,-105.2842,clear sky,79.18,34,5,1.7,CA,2021-08-01 19:03:06
241,Malanje,-9.5402,16.341,clear sky,71.8,26,0,1.79,AO,2021-08-01 19:04:52
242,Batagay-Alyta,67.8006,130.4114,clear sky,54.16,66,5,1.99,RU,2021-08-01 18:55:46
243,Burnie,-41.0667,145.9167,overcast clouds,44.89,78,100,4.45,AU,2021-08-01 18:58:49
244,Sovetskoye,52.2861,85.4131,few clouds,60.48,65,21,6.2,RU,2021-08-01 19:04:53
245,Isangel,-19.55,169.2667,overcast clouds,66.87,70,85,12.64,VU,2021-08-01 19:03:21
246,Sidi Ali,36.0998,0.4206,few clouds,72.93,51,13,3.76,DZ,2021-08-01 19:04:53
247,Esperance,-33.8667,121.9,overcast clouds,51.64,57,93,25.05,AU,2021-08-01 18:58:34
248,Santa Cruz,-17.8,-63.1667,smoke,76.46,21,75,23.02,BO,2021-08-01 18:55:00
249,Muros,42.7762,-9.0603,overcast clouds,65.98,92,100,5.32,ES,2021-08-01 19:02:45
250,Guerrero Negro,27.9769,-114.0611,clear sky,85.44,51,5,9.66,MX,2021-08-01 18:58:37
251,Aklavik,68.2191,-135.0107,overcast clouds,82.31,31,100,10.96,CA,2021-08-01 19:02:51
252,Vallenar,-28.5708,-70.7581,clear sky,86.47,9,0,6.58,CL,2021-08-01 18:56:12
253,Kaifeng,34.7911,114.3483,few clouds,76.33,92,11,10.2,CN,2021-08-01 19:04:54
254,Ciudad Bolivar,8.1222,-63.5497,broken clouds,83.84,70,51,9.78,VE,2021-08-01 19:03:17
255,Tukrah,32.5341,20.5791,clear sky,81.91,69,0,8.72,LY,2021-08-01 19:04:55
256,Porangatu,-13.4408,-49.1486,clear sky,94.14,19,5,8.32,BR,2021-08-01 19:04:55
257,Aswan,24.0934,32.907,clear sky,96.3,13,9,9.17,EG,2021-08-01 19:04:55
258,Izumo,35.3667,132.7667,overcast clouds,76.51,83,100,4.74,JP,2021-08-01 19:04:56
259,Havelock,34.8791,-76.9013,overcast clouds,91.63,89,100,12.88,US,2021-08-01 19:04:57
260,Leningradskiy,69.3833,178.4167,overcast clouds,35.83,96,100,16.37,RU,2021-08-01 19:02:56
261,Olafsvik,64.8945,-23.7142,overcast clouds,53.98,93,100,1.59,IS,2021-08-01 18:59:12
262,Port Hardy,50.6996,-127.4199,clear sky,63.46,75,4,8.43,CA,2021-08-01 19:00:15
263,Senno,59.5336,33.9167,broken clouds,58.26,88,81,5.53,RU,2021-08-01 19:04:58
264,Baruun-Urt,46.6806,113.2792,clear sky,58.15,57,3,6.33,MN,2021-08-01 18:59:54
265,San Policarpo,12.1791,125.5072,overcast clouds,82.9,75,91,11.18,PH,2021-08-01 19:04:58
266,Conde,-7.2597,-34.9075,scattered clouds,80.06,69,40,19.57,BR,2021-08-01 19:04:59
267,Kyra,49.5776,111.9753,broken clouds,52.57,88,84,2.89,RU,2021-08-01 19:04:59
268,Kiunga,-6.1219,141.2906,overcast clouds,72.43,96,96,2.93,PG,2021-08-01 19:04:59
269,Batticaloa,7.7102,81.6924,overcast clouds,81.7,69,100,3.06,LK,2021-08-01 19:05:00
270,Shenjiamen,29.9576,122.298,heavy intensity rain,79.5,91,100,5.01,CN,2021-08-01 18:55:28
271,Benghazi,32.1167,20.0667,clear sky,83.39,67,0,13.47,LY,2021-08-01 19:05:00
272,Krasnokamensk,50.0979,118.0369,broken clouds,56.39,73,54,4.56,RU,2021-08-01 19:05:01
273,Slanic-Moldova,46.2,26.4333,clear sky,73.22,57,0,4.41,RO,2021-08-01 19:05:03
274,Thompson,55.7435,-97.8558,scattered clouds,80.76,39,40,12.66,CA,2021-08-01 18:55:27
275,Kirundo,-2.5833,30.1667,overcast clouds,70.57,43,93,3.85,BI,2021-08-01 19:05:04
276,Saint-Augustin,51.226,-58.6502,overcast clouds,64.63,67,92,21.12,CA,2021-08-01 18:59:57
277,Santa Cruz De Tenerife,28.4682,-16.2546,scattered clouds,77.88,80,40,3.0,ES,2021-08-01 19:05:04
278,Makakilo City,21.3469,-158.0858,scattered clouds,79.68,63,40,16.11,US,2021-08-01 18:59:15
279,Margate,51.3813,1.3862,overcast clouds,61.18,91,100,3.0,GB,2021-08-01 19:05:04
280,Baherden,38.4362,57.4316,few clouds,83.61,12,12,3.49,TM,2021-08-01 19:05:05
281,Acarau,-2.8856,-40.12,overcast clouds,85.32,57,90,17.78,BR,2021-08-01 19:05:05
282,Lata,40.1629,-8.3327,overcast clouds,70.36,89,98,5.35,PT,2021-08-01 18:58:52
283,Grootfontein,-19.5667,18.1167,clear sky,58.51,30,0,6.76,NA,2021-08-01 19:05:05
284,Trat,12.5,102.5,overcast clouds,75.56,95,100,2.44,TH,2021-08-01 19:05:06
285,Adrar,20.5022,-10.0711,scattered clouds,102.09,18,33,8.59,MR,2021-08-01 19:02:19
286,Erzin,36.9559,36.2,clear sky,83.12,69,0,1.66,TR,2021-08-01 19:05:06
287,Maniitsoq,65.4167,-52.9,clear sky,49.8,76,10,7.61,GL,2021-08-01 19:05:07
288,Belmonte,-15.8631,-38.8828,broken clouds,68.5,75,72,15.52,BR,2021-08-01 19:03:03
289,Krasnoselkup,65.7,82.4667,overcast clouds,54.66,71,100,5.46,RU,2021-08-01 19:05:07
290,Excelsior Springs,39.3392,-94.2261,clear sky,85.57,60,0,11.34,US,2021-08-01 19:04:32
291,Lhokseumawe,5.1801,97.1507,overcast clouds,78.22,83,100,3.69,ID,2021-08-01 18:55:32
292,Anloga,5.7947,0.8973,few clouds,77.34,84,20,10.87,GH,2021-08-01 19:05:08
293,Turukhansk,65.8167,87.9833,scattered clouds,53.92,86,31,5.91,RU,2021-08-01 18:59:59
294,Udachnyy,66.4167,112.4,clear sky,63.09,42,2,3.2,RU,2021-08-01 19:05:08
295,Lagunas,-5.2269,-75.6753,broken clouds,82.54,48,83,1.79,PE,2021-08-01 19:05:09
296,Opuwo,-18.0607,13.84,clear sky,65.19,24,0,7.02,NA,2021-08-01 19:02:40
297,Kieta,-6.2167,155.6333,light rain,77.61,84,12,2.51,PG,2021-08-01 19:05:09
298,Copiapo,-27.3667,-70.3333,clear sky,56.89,17,0,7.05,CL,2021-08-01 19:05:10
299,Alofi,-19.0595,-169.9187,few clouds,75.09,88,23,14.97,NU,2021-08-01 18:58:22
300,Ketchikan,55.3422,-131.6461,overcast clouds,67.08,73,100,4.09,US,2021-08-01 19:03:23
301,Avera,33.194,-82.5271,broken clouds,96.91,38,83,14.79,US,2021-08-01 19:03:10
302,Cheremukhovo,60.3484,59.9851,clear sky,55.36,91,0,4.36,RU,2021-08-01 19:05:10
303,Storforshei,66.4043,14.5233,scattered clouds,49.78,62,40,11.5,NO,2021-08-01 19:05:11
304,Saint George,37.1041,-113.5841,clear sky,93.79,34,2,1.01,US,2021-08-01 18:56:52
305,San-Pedro,4.7485,-6.6363,scattered clouds,75.33,87,32,6.2,CI,2021-08-01 19:05:12
306,Nuristan,35.3,70.8333,clear sky,49.48,75,1,3.53,AF,2021-08-01 19:05:12
307,San Quintin,30.4833,-115.95,clear sky,79.36,59,1,12.86,MX,2021-08-01 19:05:12
308,Hashtgerd,35.9642,50.6858,overcast clouds,75.76,53,96,7.23,IR,2021-08-01 19:05:13
309,Noumea,-22.2763,166.4572,broken clouds,68.0,99,81,7.45,NC,2021-08-01 19:05:13
310,Alihe,50.5667,123.7167,clear sky,47.48,97,8,2.48,CN,2021-08-01 19:05:13
311,Muzhi,65.3667,64.6667,scattered clouds,51.58,96,45,3.56,RU,2021-08-01 19:05:14
312,Cabo San Lucas,22.8909,-109.9124,broken clouds,97.81,69,84,1.01,MX,2021-08-01 18:58:53
313,Dukat,62.55,155.55,snow,31.95,97,100,5.53,RU,2021-08-01 19:05:14
314,Lyubinskiy,55.1542,72.6925,overcast clouds,69.48,80,94,5.59,RU,2021-08-01 19:05:14
315,Maldonado,-34.6667,-54.9167,clear sky,50.23,67,6,6.08,UY,2021-08-01 19:05:15
316,Port Lincoln,-34.7333,135.8667,clear sky,52.0,49,5,21.74,AU,2021-08-01 19:00:15
317,Maracacume,-2.0428,-45.9592,overcast clouds,84.13,64,89,2.17,BR,2021-08-01 19:05:15
318,Sugbongcogon,8.9553,124.7853,broken clouds,78.71,81,84,10.0,PH,2021-08-01 19:05:15
319,Los Llanos De Aridane,28.6585,-17.9182,few clouds,67.75,78,20,19.57,ES,2021-08-01 19:03:54
320,San Jose,37.3394,-121.895,few clouds,85.01,53,20,0.0,US,2021-08-01 18:51:29
321,Hervey Bay,-25.2986,152.8535,clear sky,65.01,93,2,3.0,AU,2021-08-01 19:05:16
322,Pyshchug,58.8873,45.7134,overcast clouds,61.36,82,100,5.59,RU,2021-08-01 19:05:17
323,Acari,-15.4311,-74.6158,clear sky,77.88,44,0,9.24,PE,2021-08-01 18:59:37
324,Novyy Urengoy,66.0833,76.6333,overcast clouds,59.36,61,100,11.54,RU,2021-08-01 19:05:17
325,Rocha,-34.4833,-54.3333,clear sky,55.31,72,5,6.96,UY,2021-08-01 19:01:27
326,Yatou,37.15,122.3833,clear sky,72.82,94,0,4.16,CN,2021-08-01 19:05:18
327,Liverpool,53.4106,-2.9779,scattered clouds,64.89,68,40,3.0,GB,2021-08-01 19:04:21
328,Igarka,67.4667,86.5833,overcast clouds,52.88,98,90,5.17,RU,2021-08-01 19:05:18
329,Lagoa,39.05,-27.9833,broken clouds,72.32,94,57,18.1,PT,2021-08-01 19:02:59
330,Saldanha,-33.0117,17.9442,scattered clouds,51.85,90,49,9.57,ZA,2021-08-01 18:59:04
331,Kamaishi,39.2667,141.8833,few clouds,73.89,97,21,7.34,JP,2021-08-01 19:05:19
332,Muscat,23.6139,58.5922,overcast clouds,95.02,46,100,2.44,OM,2021-08-01 19:05:19
333,Bluefields,12.0137,-83.7635,few clouds,83.53,78,21,10.63,NI,2021-08-01 19:05:19
334,Kinablangan,7.6947,126.5503,overcast clouds,79.03,84,99,4.68,PH,2021-08-01 19:05:20
335,Bubaque,11.2833,-15.8333,moderate rain,79.09,83,69,18.07,GW,2021-08-01 19:05:20
336,Ribeira Grande,38.5167,-28.7,broken clouds,73.8,94,75,14.97,PT,2021-08-01 18:58:31
337,Ekibastuz,51.6667,75.3667,clear sky,74.05,48,7,4.05,KZ,2021-08-01 19:05:20
338,Apache Junction,33.4151,-111.5496,clear sky,100.35,33,1,5.01,US,2021-08-01 19:01:25
339,Bereda,43.2686,-7.5406,overcast clouds,63.91,99,94,4.92,ES,2021-08-01 19:05:21
340,Talnakh,69.4865,88.3972,overcast clouds,54.14,92,100,5.32,RU,2021-08-01 18:58:50
341,Sinegorye,62.0788,150.477,light rain,39.27,92,100,11.99,RU,2021-08-01 19:05:21
342,Chingirlau,51.095,54.0814,broken clouds,81.93,37,73,5.1,KZ,2021-08-01 19:05:22
343,Along,28.1667,94.7667,few clouds,73.56,98,23,1.74,IN,2021-08-01 19:05:22
344,Antalaha,-14.9003,50.2788,light rain,67.26,90,100,7.81,MG,2021-08-01 19:05:22
345,Bima,-8.4667,118.7167,scattered clouds,74.01,96,27,4.36,ID,2021-08-01 19:05:23
346,Escanaba,45.7453,-87.0646,overcast clouds,73.96,61,87,4.0,US,2021-08-01 19:00:50
347,Vaitape,-16.5167,-151.75,overcast clouds,76.86,72,93,15.05,PF,2021-08-01 18:56:20
348,Martil,35.6166,-5.2752,overcast clouds,73.38,43,100,7.99,MA,2021-08-01 19:05:23
349,Pierre,44.3683,-100.351,haze,85.28,34,1,1.01,US,2021-08-01 19:05:24
350,Irmo,34.086,-81.1832,few clouds,96.82,47,20,19.57,US,2021-08-01 19:05:24
351,Jiuquan,39.7432,98.5174,overcast clouds,71.67,41,100,13.2,CN,2021-08-01 19:05:24
352,San Luis,-33.295,-66.3356,clear sky,65.35,18,0,11.01,AR,2021-08-01 19:05:24
353,Klaksvik,62.2266,-6.589,broken clouds,49.12,82,56,13.24,FO,2021-08-01 18:58:30
354,Bonthe,7.5264,-12.505,light rain,76.96,85,100,11.14,SL,2021-08-01 19:05:25
355,Iglesias,39.3114,8.535,overcast clouds,76.75,70,99,6.98,IT,2021-08-01 19:05:25
356,Karasburg,-28.0167,18.75,clear sky,60.66,20,0,5.84,NA,2021-08-01 19:05:26
357,Lucapa,-8.4192,20.7447,overcast clouds,71.58,23,100,2.46,AO,2021-08-01 19:05:26
358,Xam Nua,20.4197,104.0439,overcast clouds,68.65,100,100,1.74,LA,2021-08-01 19:05:26
359,Borogontsy,62.6683,131.1683,few clouds,58.23,43,14,5.97,RU,2021-08-01 19:05:27
360,Soyo,-6.1349,12.3689,clear sky,73.06,82,5,9.73,AO,2021-08-01 19:04:15
361,Uyskoye,54.3775,60.0047,overcast clouds,66.24,61,100,4.12,RU,2021-08-01 19:05:27
362,Campbell River,50.0163,-125.2446,few clouds,69.26,57,23,5.75,CA,2021-08-01 19:05:28
363,San Patricio,28.017,-97.5169,overcast clouds,98.02,38,100,12.82,US,2021-08-01 18:58:33
364,Masalli,34.7959,126.6553,few clouds,74.95,90,17,3.53,KR,2021-08-01 19:05:28
365,Stargard Szczecinski,53.3367,15.0499,broken clouds,68.2,84,75,4.68,PL,2021-08-01 19:00:45
366,Mbandaka,0.0487,18.2603,overcast clouds,74.3,69,100,3.94,CD,2021-08-01 19:05:28
367,Havoysund,70.9963,24.6622,light rain,45.48,83,100,7.31,NO,2021-08-01 19:05:29
368,Erenhot,43.6475,111.9767,clear sky,66.45,47,7,8.97,CN,2021-08-01 19:05:29
369,Lorengau,-2.0226,147.2712,overcast clouds,82.18,76,95,9.48,PG,2021-08-01 18:59:18
370,Smithers,54.7804,-127.1743,clear sky,85.84,35,0,1.88,CA,2021-08-01 19:05:30
371,West Bay,19.3667,-81.4167,scattered clouds,90.05,74,40,3.0,KY,2021-08-01 19:05:30
372,Biankouma,7.7391,-7.6138,broken clouds,70.41,94,62,3.36,CI,2021-08-01 19:05:30
373,Chapais,49.7834,-74.8492,overcast clouds,61.99,53,92,10.87,CA,2021-08-01 19:05:30
374,Sabang,5.8933,95.3214,overcast clouds,82.58,73,100,25.05,ID,2021-08-01 19:05:31
375,Hamilton,39.1834,-84.5333,scattered clouds,81.77,66,38,4.0,US,2021-08-01 18:56:17
376,Talara,-4.5772,-81.2719,clear sky,74.16,68,0,18.41,PE,2021-08-01 19:05:31
377,Pittsburg,38.028,-121.8847,clear sky,84.49,47,0,3.0,US,2021-08-01 19:02:12
378,Buluang,13.3068,123.3425,overcast clouds,81.61,81,100,11.86,PH,2021-08-01 19:05:32
379,Seymchan,62.8833,152.4333,overcast clouds,40.21,93,100,10.76,RU,2021-08-01 18:56:45
380,Kyren,51.6828,102.1408,light rain,59.77,99,100,3.78,RU,2021-08-01 18:56:29
381,Altay,47.8667,88.1167,broken clouds,60.15,50,53,3.6,CN,2021-08-01 19:05:32
382,Severnyy,50.677,36.5532,clear sky,82.44,42,0,4.47,RU,2021-08-01 18:56:25
383,Sorland,67.667,12.6934,overcast clouds,49.86,73,91,11.7,NO,2021-08-01 19:05:33
384,Vilyuysk,63.7553,121.6247,overcast clouds,62.1,64,87,5.08,RU,2021-08-01 19:05:33
385,Karratha,-20.7377,116.8463,clear sky,61.74,40,0,12.17,AU,2021-08-01 19:05:33
386,Kissidougou,9.1848,-10.0999,moderate rain,70.88,96,100,4.81,GN,2021-08-01 19:05:34
387,Shar,49.5886,81.0453,clear sky,71.2,34,0,6.6,KZ,2021-08-01 18:56:16
388,Antipino,57.1068,65.7576,clear sky,64.69,93,0,6.51,RU,2021-08-01 19:05:34
389,Rio Branco Do Sul,-25.19,-49.3142,overcast clouds,63.72,62,99,1.86,BR,2021-08-01 19:05:34
390,Mackenzie,55.2999,-123.1698,overcast clouds,89.98,27,100,2.57,CA,2021-08-01 19:05:35
391,Fortuna,40.5982,-124.1573,few clouds,87.42,71,20,3.0,US,2021-08-01 18:58:44
392,Aldan,58.6031,125.3894,heavy intensity rain,53.46,94,100,4.54,RU,2021-08-01 19:05:35
393,Englewood,39.6478,-104.9878,broken clouds,79.99,46,75,1.01,US,2021-08-01 19:04:16
394,Toul,48.6667,5.9167,scattered clouds,68.09,82,35,9.22,FR,2021-08-01 19:05:36
395,Biskupiec,53.8647,20.9569,overcast clouds,62.42,94,100,2.24,PL,2021-08-01 19:05:36
396,Ust-Kut,56.7938,105.7672,clear sky,54.0,62,3,2.1,RU,2021-08-01 19:05:36
397,Road Town,18.4167,-64.6167,clear sky,84.99,77,3,13.53,VG,2021-08-01 19:02:44
398,Geraldton,-28.7667,114.6,scattered clouds,45.01,93,40,9.22,AU,2021-08-01 18:58:58
399,Atar,20.5169,-13.0499,clear sky,101.73,24,6,11.25,MR,2021-08-01 19:02:19
400,Tual,-5.6667,132.75,few clouds,81.48,78,14,12.12,ID,2021-08-01 18:58:38
401,Torbay,47.6666,-52.7314,few clouds,72.88,61,20,24.16,CA,2021-08-01 18:58:36
402,Mehamn,71.0357,27.8492,light rain,49.91,98,100,10.13,NO,2021-08-01 19:05:37
403,Isa Khel,36.6702,68.8443,clear sky,83.52,17,0,3.76,AF,2021-08-01 19:05:38
404,Humaita,-7.5061,-63.0208,clear sky,98.06,20,7,6.42,BR,2021-08-01 19:05:38
405,Daitari,21.1,85.75,overcast clouds,76.24,84,100,7.47,IN,2021-08-01 19:05:38
406,Skarnes,60.2528,11.6797,overcast clouds,59.81,71,100,5.64,NO,2021-08-01 19:05:39
407,Puerto Baquerizo Moreno,-0.9,-89.6,broken clouds,71.78,83,84,13.71,EC,2021-08-01 19:02:50
408,Komsomolskiy,40.4272,71.7189,overcast clouds,83.12,28,100,20.71,UZ,2021-08-01 18:59:09
409,Grand Gaube,-20.0064,57.6608,few clouds,72.0,75,14,7.0,MU,2021-08-01 18:54:26
410,Samarai,-10.6167,150.6667,overcast clouds,75.0,70,99,6.67,PG,2021-08-01 19:05:39
411,Balkanabat,39.5108,54.3671,broken clouds,88.56,15,76,3.58,TM,2021-08-01 19:05:40
412,Taltal,-25.4,-70.4833,few clouds,63.36,70,24,3.87,CL,2021-08-01 19:05:40
413,Vegreville,53.5001,-112.0518,overcast clouds,92.55,22,100,7.58,CA,2021-08-01 19:05:40
414,Artyom,40.4723,50.333,scattered clouds,71.74,69,32,8.59,AZ,2021-08-01 19:05:40
415,Kitimat,54.0524,-128.6534,scattered clouds,79.84,57,28,2.51,CA,2021-08-01 19:02:10
416,Clarence Town,-32.5833,151.7833,overcast clouds,54.86,93,98,2.51,AU,2021-08-01 19:05:41
417,Shellbrook,53.2168,-106.4011,overcast clouds,89.73,20,100,1.19,CA,2021-08-01 19:05:41
418,Srednekolymsk,67.45,153.6833,overcast clouds,37.58,78,100,9.13,RU,2021-08-01 18:59:18
419,Taksimo,56.3444,114.8794,light rain,53.96,96,100,0.54,RU,2021-08-01 19:05:42
420,Natal,-5.795,-35.2094,clear sky,80.98,65,4,18.75,BR,2021-08-01 19:02:18
421,Tuburan,6.6439,122.2736,overcast clouds,81.81,78,98,5.61,PH,2021-08-01 19:05:42
422,Abong Mbang,3.9833,13.1833,light rain,69.17,92,100,2.51,CM,2021-08-01 19:05:43
423,Matamoros,25.5333,-103.25,broken clouds,91.51,33,75,0.0,MX,2021-08-01 19:05:43
424,Klyuchi,52.2667,79.1667,overcast clouds,68.86,51,96,8.59,RU,2021-08-01 19:05:43
425,Tacuarembo,-31.7333,-55.9833,clear sky,60.3,54,0,6.98,UY,2021-08-01 19:02:14
426,Waverly,42.7392,-84.6208,haze,75.0,63,75,13.8,US,2021-08-01 19:05:44
427,Husavik,66.0449,-17.3389,broken clouds,57.11,64,69,6.02,IS,2021-08-01 18:58:24
428,Wanning,18.8003,110.3967,overcast clouds,80.76,89,100,10.45,CN,2021-08-01 19:05:44
429,Codrington,-38.2667,141.9667,clear sky,43.34,89,0,14.2,AU,2021-08-01 19:03:03
430,Bambanglipuro,-7.95,110.2833,few clouds,74.97,87,24,6.55,ID,2021-08-01 19:05:44
431,Pipri,19.8,75.5333,overcast clouds,74.97,81,100,11.43,IN,2021-08-01 19:05:45
432,Bamenda,5.9527,10.1582,light rain,63.5,97,80,2.73,CM,2021-08-01 19:05:45
433,Narsaq,60.9167,-46.05,overcast clouds,61.02,76,100,1.72,GL,2021-08-01 19:02:39
434,Sechura,-5.5569,-80.8222,clear sky,76.89,56,10,14.27,PE,2021-08-01 19:05:46
435,Kropotkin,45.4375,40.5756,overcast clouds,87.04,29,99,2.86,RU,2021-08-01 19:05:46
436,Le Port,-20.9373,55.2919,few clouds,69.76,68,23,7.0,RE,2021-08-01 19:05:46
437,Lexington,37.9887,-84.4777,broken clouds,82.42,48,75,1.01,US,2021-08-01 19:05:47
438,Hede,33.7681,120.2517,clear sky,75.6,97,0,4.94,CN,2021-08-01 19:05:47
439,Karasjok,69.4719,25.5112,overcast clouds,42.91,94,100,20.15,NO,2021-08-01 19:05:47
440,Marang,5.2056,103.2059,overcast clouds,79.05,83,100,2.35,MY,2021-08-01 19:05:48
441,Nisia Floresta,-6.0911,-35.2086,few clouds,81.5,61,16,18.52,BR,2021-08-01 19:01:43
442,Cochrane,51.1834,-114.4687,scattered clouds,94.21,24,47,16.42,CA,2021-08-01 19:05:16
443,Mackay,-21.15,149.2,clear sky,64.04,86,3,3.89,AU,2021-08-01 19:00:15
444,Santa Maria Da Vitoria,-13.3947,-44.1886,overcast clouds,85.24,27,92,9.04,BR,2021-08-01 19:05:48
445,Cap Malheureux,-19.9842,57.6142,few clouds,70.47,76,14,5.99,MU,2021-08-01 19:03:31
446,Moron,-34.6534,-58.6198,clear sky,64.0,51,0,1.83,AR,2021-08-01 19:01:02
447,Penzance,50.1186,-5.5371,broken clouds,60.01,80,78,12.84,GB,2021-08-01 18:56:26
448,Hirara,24.8,125.2833,overcast clouds,80.74,87,100,8.37,JP,2021-08-01 19:05:49
449,Yarmouth,41.7057,-70.2286,clear sky,79.18,56,1,5.01,US,2021-08-01 19:05:49
